[0;34m📥 Dependency downloads[0m
2026-04-26T10:25:32.387-0700	INFO	livekit	client/client.go:1222	starting negotiation	{"participant": "c2"}
2026-04-26T10:25:32.387-0700	INFO	livekit	client/client.go:1223	sending publisher offer	{"participant": "c2", "offer": {"type":"offer","sdp":"v=0\r\no=- 2655674779886131456 1777224332 IN IP4 0.0.0.0\r\ns=-\r\nt=0 0\r\na=msid-semantic:WMS *\r\na=fingerprint:sha-256 B4:24:42:22:A2:7E:B5:55:87:21:AB:75:B1:44:FC:D7:F5:F2:72:95:AB:ED:B3:F6:A3:77:C6:70:52:4E:59:74\r\na=extmap-allow-mixed\r\na=group:BUNDLE 0\r\nm=application 9 UDP/DTLS/SCTP webrtc-datachannel\r\nc=IN IP4 0.0.0.0\r\na=setup:actpass\r\na=mid:0\r\na=sendrecv\r\na=sctp-port:5000\r\na=max-message-size:1073741823\r\na=ice-ufrag:bYhUGOhWOuMmIynW\r\na=ice-pwd:SIMHvqQjxQwTdsOALsYnPaIWQiKxNwxs\r\n"}, "midToTrackID": {}}
2026-04-26T10:25:32.388-0700	WARN	livekit.pion.ice	v4@v4.2.2/gather.go:101	failed to get server reflexive address udp6 stun:stun1.l.google.com:19302: write udp6 [::]:46141->[2001:4860:4864:5:8000::1]:19302: sendto: cannot assign requested address
2026-04-26T10:25:32.388-0700	WARN	livekit.pion.ice	v4@v4.2.2/gather.go:101	failed to get server reflexive address udp6 stun:stun.l.google.com:19302: write udp6 [::]:39699->[2001:4860:4864:5:8000::1]:19302: sendto: cannot assign requested address
2026-04-26T10:25:32.388-0700	INFO	livekit.transport.pion.pc	v4@v4.2.11/peerconnection.go:291	signaling state changed to have-remote-offer	{"room": "mytestroom", "roomID": "RM_jpCyjuww5zr9", "participant": "c2", "participantID": "PA_2As7gtHgvvEM", "remote": false, "transport": "PUBLISHER"}
2026-04-26T10:25:32.390-0700	INFO	livekit.transport.pion.ice	v4@v4.2.2/agent.go:746	Setting new connection state: Checking	{"room": "mytestroom", "roomID": "RM_jpCyjuww5zr9", "participant": "c2", "participantID": "PA_2As7gtHgvvEM", "remote": false, "transport": "PUBLISHER"}
2026-04-26T10:25:32.390-0700	INFO	livekit.transport.pion.pc	v4@v4.2.11/peerconnection.go:512	ICE connection state changed: checking	{"room": "mytestroom", "roomID": "RM_jpCyjuww5zr9", "participant": "c2", "participantID": "PA_2As7gtHgvvEM", "remote": false, "transport": "PUBLISHER"}
2026-04-26T10:25:32.390-0700	WARN	livekit.transport.pion.ice	v4@v4.2.2/agent.go:779	Failed to ping without candidate pairs. Connection is not possible yet.	{"room": "mytestroom", "roomID": "RM_jpCyjuww5zr9", "participant": "c2", "participantID": "PA_2As7gtHgvvEM", "remote": false, "transport": "PUBLISHER"}
2026-04-26T10:25:32.390-0700	INFO	livekit.transport.pion.pc	v4@v4.2.11/peerconnection.go:526	peer connection state changed: connecting	{"room": "mytestroom", "roomID": "RM_jpCyjuww5zr9", "participant": "c2", "participantID": "PA_2As7gtHgvvEM", "remote": false, "transport": "PUBLISHER"}
2026-04-26T10:25:32.390-0700	INFO	livekit.transport.pion.pc	v4@v4.2.11/peerconnection.go:291	signaling state changed to stable	{"room": "mytestroom", "roomID": "RM_jpCyjuww5zr9", "participant": "c2", "participantID": "PA_2As7gtHgvvEM", "remote": false, "transport": "PUBLISHER"}
2026-04-26T10:25:32.391-0700	WARN	livekit.transport.pion.ice	v4@v4.2.2/agent.go:779	Failed to ping without candidate pairs. Connection is not possible yet.	{"room": "mytestroom", "roomID": "RM_jpCyjuww5zr9", "participant": "c2", "participantID": "PA_2As7gtHgvvEM", "remote": false, "transport": "PUBLISHER"}
2026-04-26T10:25:32.391-0700	WARN	livekit.transport.pion.ice	v4@v4.2.2/agent.go:779	Failed to ping without candidate pairs. Connection is not possible yet.	{"room": "mytestroom", "roomID": "RM_jpCyjuww5zr9", "participant": "c2", "participantID": "PA_2As7gtHgvvEM", "remote": false, "transport": "PUBLISHER"}
2026-04-26T10:25:32.391-0700	INFO	livekit	client/client.go:550	received server answer	{"participant": "c2", "answer": "v=0\r\no=- 5778956792894204945 1777224332 IN IP4 0.0.0.0\r\ns=-\r\nt=0 0\r\na=msid-semantic:WMS *\r\na=fingerprint:sha-256 85:4B:D1:08:2E:29:39:96:1C:AE:6B:0A:AC:50:78:81:5B:6C:62:A9:A5:8D:B4:46:AF:43:6F:F1:B3:06:E4:5E\r\na=extmap-allow-mixed\r\na=group:BUNDLE 0\r\nm=application 9 UDP/DTLS/SCTP webrtc-datachannel\r\nc=IN IP4 0.0.0.0\r\na=setup:active\r\na=mid:0\r\na=sendrecv\r\na=sctp-port:5000\r\na=max-message-size:65535\r\na=ice-ufrag:CuoHYInQVHnnHknE\r\na=ice-pwd:EIqcfogXhfToDnzViwxyiawqvgFuSWxU\r\n"}
2026-04-26T10:25:32.391-0700	WARN	livekit.transport.pion.ice	v4@v4.2.2/gather.go:101	failed to get server reflexive address udp6 stun:stun.l.google.com:19302: write udp6 [::]:52930->[2001:4860:4864:5:8000::1]:19302: sendto: cannot assign requested address	{"room": "mytestroom", "roomID": "RM_jpCyjuww5zr9", "participant": "c2", "participantID": "PA_2As7gtHgvvEM", "remote": false, "transport": "PUBLISHER"}
2026-04-26T10:25:32.392-0700	INFO	livekit	client/client.go:1183	handling server answer	{"participant": "c2"}
2026-04-26T10:25:32.392-0700	WARN	livekit.transport.pion.ice	v4@v4.2.2/gather.go:101	failed to get server reflexive address udp6 stun:stun1.l.google.com:19302: write udp6 [::]:51838->[2001:4860:4864:5:8000::1]:19302: sendto: cannot assign requested address	{"room": "mytestroom", "roomID": "RM_jpCyjuww5zr9", "participant": "c2", "participantID": "PA_2As7gtHgvvEM", "remote": false, "transport": "PUBLISHER"}
2026-04-26T10:25:32.392-0700	INFO	livekit.pion.pc	v4@v4.2.11/peerconnection.go:291	signaling state changed to stable
2026-04-26T10:25:32.393-0700	INFO	livekit.pion.ice	v4@v4.2.2/agent.go:746	Setting new connection state: Checking
2026-04-26T10:25:32.393-0700	INFO	livekit.pion.pc	v4@v4.2.11/peerconnection.go:512	ICE connection state changed: checking
2026-04-26T10:25:32.393-0700	INFO	livekit.pion.pc	v4@v4.2.11/peerconnection.go:526	peer connection state changed: connecting
2026-04-26T10:25:32.394-0700	INFO	livekit.transport.pion.ice	v4@v4.2.2/agent.go:746	Setting new connection state: Connected	{"room": "mytestroom", "roomID": "RM_jpCyjuww5zr9", "participant": "c2", "participantID": "PA_2As7gtHgvvEM", "remote": false, "transport": "PUBLISHER"}
2026-04-26T10:25:32.394-0700	INFO	livekit.transport.pion.pc	v4@v4.2.11/peerconnection.go:512	ICE connection state changed: connected	{"room": "mytestroom", "roomID": "RM_jpCyjuww5zr9", "participant": "c2", "participantID": "PA_2As7gtHgvvEM", "remote": false, "transport": "PUBLISHER"}
2026-04-26T10:25:32.395-0700	INFO	livekit.pion.ice	v4@v4.2.2/agent.go:1117	Ignoring remote candidate with disabled network type tcp4: tcp4 host 172.17.0.5:7881 (resolved: 172.17.0.5:7881)
2026-04-26T10:25:32.395-0700	INFO	livekit.pion.ice	v4@v4.2.2/agent.go:746	Setting new connection state: Connected
2026-04-26T10:25:32.395-0700	INFO	livekit.pion.pc	v4@v4.2.11/peerconnection.go:512	ICE connection state changed: connected
2026-04-26T10:25:32.400-0700	INFO	livekit.pion.pc	v4@v4.2.11/peerconnection.go:526	peer connection state changed: connected
2026-04-26T10:25:32.401-0700	INFO	livekit.transport.pion.pc	v4@v4.2.11/peerconnection.go:526	peer connection state changed: connected	{"room": "mytestroom", "roomID": "RM_jpCyjuww5zr9", "participant": "c1", "participantID": "PA_RxeVGkorfxZV", "remote": false, "transport": "PUBLISHER"}
2026-04-26T10:25:32.401-0700	INFO	livekit	rtc/room.go:1262	participant active	{"room": "mytestroom", "roomID": "RM_jpCyjuww5zr9", "participant": "c1", "participantID": "PA_RxeVGkorfxZV", "remote": false, "publisherCandidates": ["[local][selected:1][trickle] udp4 host 172.17.0.5:52790 (resolved: 172.17.0.5:52790)", "[local][trickle] tcp4 host 172.17.0.5:7881 (resolved: 172.17.0.5:7881)", "[local][trickle] udp4 srflx 169.237.118.148:50463 related 0.0.0.0:50463 (resolved: 169.237.118.148:50463)", "[local][trickle] udp4 srflx 169.237.118.148:58213 related 0.0.0.0:58213 (resolved: 169.237.118.148:58213)", "[remote][selected:1] udp4 prflx 172.17.0.5:49499", "[remote][trickle] udp4 host 172.17.0.5:49499", "[remote][trickle] udp4 srflx 169.237.118....:44459  related 0.0.0.0:44459"], "connectionType": "udp", "clientInfo": {"sdk": "GO", "protocol": 17, "os": "linux"}, "connectTime": "189.408267ms"}
2026-04-26T10:25:32.403-0700	INFO	livekit.transport	rtc/transport.go:879	unlabeled datachannel added	{"room": "mytestroom", "roomID": "RM_jpCyjuww5zr9", "participant": "c1", "participantID": "PA_RxeVGkorfxZV", "remote": false, "transport": "PUBLISHER", "label": "pubraw"}
2026-04-26T10:25:32.404-0700	INFO	livekit.pion.ice	v4@v4.2.2/agent.go:1117	Ignoring remote candidate with disabled network type tcp4: tcp4 host 172.17.0.5:7881 (resolved: 172.17.0.5:7881)
2026-04-26T10:25:32.406-0700	INFO	livekit.pion.pc	v4@v4.2.11/peerconnection.go:526	peer connection state changed: connected
2026-04-26T10:25:32.407-0700	INFO	livekit.transport.pion.pc	v4@v4.2.11/peerconnection.go:526	peer connection state changed: connected	{"room": "mytestroom", "roomID": "RM_jpCyjuww5zr9", "participant": "c2", "participantID": "PA_2As7gtHgvvEM", "remote": false, "transport": "PUBLISHER"}
2026-04-26T10:25:32.408-0700	INFO	livekit	rtc/room.go:1262	participant active	{"room": "mytestroom", "roomID": "RM_jpCyjuww5zr9", "participant": "c2", "participantID": "PA_2As7gtHgvvEM", "remote": false, "publisherCandidates": ["[local][selected:1][trickle] udp4 host 172.17.0.5:59562 (resolved: 172.17.0.5:59562)", "[local][trickle] tcp4 host 172.17.0.5:7881 (resolved: 172.17.0.5:7881)", "[local][trickle] udp4 srflx 169.237.118.148:50996 related 0.0.0.0:50996 (resolved: 169.237.118.148:50996)", "[local][trickle] udp4 srflx 169.237.118.148:55281 related 0.0.0.0:55281 (resolved: 169.237.118.148:55281)", "[remote][selected:1] udp4 prflx 172.17.0.5:45885", "[remote][trickle] udp4 host 172.17.0.5:45885", "[remote][trickle] udp4 srflx 169.237.118....:49600  related 0.0.0.0:49600"], "connectionType": "udp", "clientInfo": {"sdk": "GO", "protocol": 17, "os": "linux"}, "connectTime": "180.594552ms"}
2026-04-26T10:25:32.410-0700	INFO	livekit.agents	service/agentservice.go:407	assigned job to worker	{"jobID": "AJ_aReNtoUVUvuk", "namespace": "default", "agentName": "", "jobType": "JT_ROOM", "room": "mytestroom", "roomID": "RM_jpCyjuww5zr9", "workerID": "AW_TqKzTBP99hP6", "apiKey": "apikey"}
2026-04-26T10:25:32.410-0700	INFO	livekit.transport	rtc/transport.go:879	unlabeled datachannel added	{"room": "mytestroom", "roomID": "RM_jpCyjuww5zr9", "participant": "c2", "participantID": "PA_2As7gtHgvvEM", "remote": false, "transport": "PUBLISHER", "label": "pubraw"}
2026-04-26T10:25:32.418-0700	INFO	livekit.agents	service/agentservice.go:407	assigned job to worker	{"jobID": "AJ_tvPc3hVod2bY", "namespace": "default", "agentName": "", "jobType": "JT_PARTICIPANT", "room": "mytestroom", "roomID": "RM_jpCyjuww5zr9", "participant": "c1", "workerID": "AW_q6rwEVmGLLed", "apiKey": "apikey"}
2026-04-26T10:25:32.433-0700	INFO	livekit.agents	service/agentservice.go:407	assigned job to worker	{"jobID": "AJ_W6SG6B9A8GaU", "namespace": "default", "agentName": "", "jobType": "JT_PARTICIPANT", "room": "mytestroom", "roomID": "RM_jpCyjuww5zr9", "participant": "c2", "workerID": "AW_EhhYENnx7fXF", "apiKey": "apikey"}
2026-04-26T10:25:32.434-0700	INFO	livekit.pion.ice	v4@v4.2.2/agent.go:746	Setting new connection state: Closed
2026-04-26T10:25:32.434-0700	INFO	livekit.pion.pc	v4@v4.2.11/peerconnection.go:526	peer connection state changed: closed
2026-04-26T10:25:32.434-0700	INFO	livekit.pion.pc	v4@v4.2.11/peerconnection.go:512	ICE connection state changed: closed
2026-04-26T10:25:32.435-0700	INFO	livekit	client/client.go:1299	client track removed	{"participant": "c2", "participantID": "PA_TKiVASgGHXqm", "publisherID": "PA_Fmg7C4aeqzCY", "trackID": "TR_AUke3QjkzrpqS", "codec": {"MimeType":"audio/opus","ClockRate":48000,"Channels":2,"SDPFmtpLine":"minptime=10;useinbandfec=1","RTCPFeedback":null,"PayloadType":111}, "ssrc": 1733137921}
2026-04-26T10:25:32.435-0700	INFO	livekit	client/client.go:1299	client track removed	{"participant": "c2", "participantID": "PA_TKiVASgGHXqm", "publisherID": "PA_Fmg7C4aeqzCY", "trackID": "TR_V4xKeSVbYDRwf", "codec": {"MimeType":"video/VP8","ClockRate":90000,"Channels":0,"SDPFmtpLine":"","RTCPFeedback":null,"PayloadType":96}, "ssrc": 3854891649}
2026-04-26T10:25:32.437-0700	INFO	livekit.pion.ice	v4@v4.2.2/agent.go:746	Setting new connection state: Closed
2026-04-26T10:25:32.437-0700	INFO	livekit.pion.pc	v4@v4.2.11/peerconnection.go:512	ICE connection state changed: closed
2026-04-26T10:25:32.437-0700	INFO	livekit.pion.pc	v4@v4.2.11/peerconnection.go:526	peer connection state changed: closed
2026-04-26T10:25:32.438-0700	INFO	livekit	client/client.go:1299	client track removed	{"participant": "c1", "participantID": "PA_Fmg7C4aeqzCY", "publisherID": "PA_TKiVASgGHXqm", "trackID": "TR_VB2JCP9ksZZH7", "codec": {"MimeType":"","ClockRate":0,"Channels":0,"SDPFmtpLine":"","RTCPFeedback":null,"PayloadType":0}, "ssrc": 2092560730}
2026-04-26T10:25:32.438-0700	INFO	livekit	client/client.go:1299	client track removed	{"participant": "c1", "participantID": "PA_Fmg7C4aeqzCY", "publisherID": "PA_TKiVASgGHXqm", "trackID": "TR_AGAPzrk4kaBFQ", "codec": {"MimeType":"audio/opus","ClockRate":48000,"Channels":2,"SDPFmtpLine":"minptime=10;useinbandfec=1","RTCPFeedback":null,"PayloadType":111}, "ssrc": 3107397572}
2026-04-26T10:25:32.624-0700	INFO	livekit.pion.pc	v4@v4.2.11/peerconnection.go:291	signaling state changed to have-local-offer
2026-04-26T10:25:32.631-0700	INFO	livekit	client/client.go:1222	starting negotiation	{"participant": "c1"}
2026-04-26T10:25:32.632-0700	INFO	livekit	client/client.go:1223	sending publisher offer	{"participant": "c1", "offer": {"type":"offer","sdp":"v=0\r\no=- 4802131196845605658 1777224333 IN IP4 0.0.0.0\r\ns=-\r\nt=0 0\r\na=msid-semantic:WMS *\r\na=fingerprint:sha-256 8F:6E:3D:A4:C5:86:2C:C6:DA:D4:04:DA:74:DE:C7:06:C8:D5:A0:E1:93:9D:7C:D5:67:22:46:59:CA:76:1E:DC\r\na=extmap-allow-mixed\r\na=group:BUNDLE 0 1 2\r\nm=application 9 UDP/DTLS/SCTP webrtc-datachannel\r\nc=IN IP4 0.0.0.0\r\na=setup:actpass\r\na=mid:0\r\na=sendrecv\r\na=sctp-port:5000\r\na=max-message-size:1073741823\r\na=ice-ufrag:BrbpmFSytXJDHgEx\r\na=ice-pwd:jMLlwkygkcEfOOOdpyNnkExZfocpGkWp\r\na=candidate:4167977883 1 udp 2130706431 172.17.0.5 49499 typ host ufrag BrbpmFSytXJDHgEx\r\na=candidate:4167977883 2 udp 2130706431 172.17.0.5 49499 typ host ufrag BrbpmFSytXJDHgEx\r\na=candidate:1131165627 1 udp 1694498815 169.237.118.148 44459 typ srflx raddr 0.0.0.0 rport 44459 ufrag BrbpmFSytXJDHgEx\r\na=candidate:1131165627 2 udp 1694498815 169.237.118.148 4
4459 typ srflx raddr 0.0.0.0 rport 44459 ufrag BrbpmFSytXJDHgEx\r\na=candidate:1131165627 1 udp 1694498815 169.237.118.148 48562 typ srflx raddr 0.0.0.0 rport 48562 ufrag BrbpmFSytXJDHgEx\r\na=candidate:1131165627 2 udp 1694498815 169.237.118.148 48562 typ srflx raddr 0.0.0.0 rport 48562 ufrag BrbpmFSytXJDHgEx\r\na=candidate:1131165627 1 udp 1694498815 169.237.118.148 46012 typ srflx raddr 0.0.0.0 rport 46012 ufrag BrbpmFSytXJDHgEx\r\na=candidate:1131165627 2 udp 1694498815 169.237.118.148 46012 typ srflx raddr 0.0.0.0 rport 46012 ufrag BrbpmFSytXJDHgEx\r\na=end-of-candidates\r\nm=audio 9 UDP/TLS/RTP/SAVPF 111\r\nc=IN IP4 0.0.0.0\r\na=setup:actpass\r\na=mid:1\r\na=ice-ufrag:BrbpmFSytXJDHgEx\r\na=ice-pwd:jMLlwkygkcEfOOOdpyNnkExZfocpGkWp\r\na=rtcp-mux\r\na=rtcp-rsize\r\na=rtpmap:111 opus/48000/2\r\na=fmtp:111 minptime=10;useinbandfec=1\r\na=ssrc:976689460 cname:micro\r\na=ssrc:976689460 msid:micro audio\r\na=ssrc:976689460 mslabel:micro\r\na=ssrc:976689460 label:audio\r\na=msid:micro audio\r\na=sendrecv\r\nm=vi
deo 9 UDP/TLS/RTP/SAVPF 96 125 108\r\nc=IN IP4 0.0.0.0\r\na=setup:actpass\r\na=mid:2\r\na=ice-ufrag:BrbpmFSytXJDHgEx\r\na=ice-pwd:jMLlwkygkcEfOOOdpyNnkExZfocpGkWp\r\na=rtcp-mux\r\na=rtcp-rsize\r\na=rtpmap:96 VP8/90000\r\na=rtpmap:125 H264/90000\r\na=fmtp:125 level-asymmetry-allowed=1;packetization-mode=0;profile-level-id=42e01f\r\na=rtpmap:108 H264/90000\r\na=fmtp:108 level-asymmetry-allowed=1;packetization-mode=1;profile-level-id=42e01f\r\na=ssrc:3052967002 cname:webcam\r\na=ssrc:3052967002 msid:webcam video\r\na=ssrc:3052967002 mslabel:webcam\r\na=ssrc:3052967002 label:video\r\na=msid:webcam video\r\na=sendrecv\r\n"}, "midToTrackID": {"1":"audio","2":"video"}}
2026-04-26T10:25:32.636-0700	INFO	livekit.transport.pion.pc	v4@v4.2.11/peerconnection.go:291	signaling state changed to have-remote-offer	{"room": "mytestroom", "roomID": "RM_jpCyjuww5zr9", "participant": "c1", "participantID": "PA_RxeVGkorfxZV", "remote": false, "transport": "PUBLISHER"}
2026-04-26T10:25:32.643-0700	INFO	livekit.transport.pion.pc	v4@v4.2.11/peerconnection.go:291	signaling state changed to stable	{"room": "mytestroom", "roomID": "RM_jpCyjuww5zr9", "participant": "c1", "participantID": "PA_RxeVGkorfxZV", "remote": false, "transport": "PUBLISHER"}
2026-04-26T10:25:32.648-0700	INFO	livekit	client/client.go:550	received server answer	{"participant": "c1", "answer": "v=0\r\no=- 2002402761873119016 1777224333 IN IP4 0.0.0.0\r\ns=-\r\nt=0 0\r\na=msid-semantic:WMS *\r\na=fingerprint:sha-256 E3:A9:6F:65:B8:0B:38:26:7C:EF:6B:4D:B3:1B:06:50:A2:FE:D2:2B:A3:AA:79:2C:CE:03:03:AF:C0:16:A9:15\r\na=extmap-allow-mixed\r\na=group:BUNDLE 0 1 2\r\nm=application 9 UDP/DTLS/SCTP webrtc-datachannel\r\nc=IN IP4 0.0.0.0\r\na=setup:active\r\na=mid:0\r\na=sendrecv\r\na=sctp-port:5000\r\na=max-message-size:65535\r\na=ice-ufrag:ilGBwshIMyzZcEEW\r\na=ice-pwd:VajRaillHUYHdiBKfFugNUGDsjNbSJbM\r\na=candidate:1167932027 1 tcp 1671430143 172.17.0.5 7881 typ host tcptype passive ufrag ilGBwshIMyzZcEEW\r\na=candidate:1167932027 2 tcp 1671430143 172.17.0.5 7881 typ host tcptype passive ufrag ilGBwshIMyzZcEEW\r\na=candidate:4167977883 1 udp 2130706431 172.17.0.5 52790 typ host ufrag ilGBwshIMyzZcEEW\r\na=candidate:4167977883 2 udp 2130706431 172.17.0.5 52790 typ host ufrag ilGBwshIMyzZcEEW
\r\na=candidate:1131165627 1 udp 1694498815 169.237.118.148 50463 typ srflx raddr 0.0.0.0 rport 50463 ufrag ilGBwshIMyzZcEEW\r\na=candidate:1131165627 2 udp 1694498815 169.237.118.148 50463 typ srflx raddr 0.0.0.0 rport 50463 ufrag ilGBwshIMyzZcEEW\r\na=candidate:1131165627 1 udp 1694498815 169.237.118.148 58213 typ srflx raddr 0.0.0.0 rport 58213 ufrag ilGBwshIMyzZcEEW\r\na=candidate:1131165627 2 udp 1694498815 169.237.118.148 58213 typ srflx raddr 0.0.0.0 rport 58213 ufrag ilGBwshIMyzZcEEW\r\na=candidate:1131165627 1 udp 1694498815 169.237.118.148 57086 typ srflx raddr 0.0.0.0 rport 57086 ufrag ilGBwshIMyzZcEEW\r\na=candidate:1131165627 2 udp 1694498815 169.237.118.148 57086 typ srflx raddr 0.0.0.0 rport 57086 ufrag ilGBwshIMyzZcEEW\r\na=end-of-candidates\r\nm=audio 9 UDP/TLS/RTP/SAVPF 111\r\nc=IN IP4 0.0.0.0\r\na=setup:active\r\na=mid:1\r\na=ice-ufrag:ilGBwshIMyzZcEEW\r\na=ice-pwd:VajRaillHUYHdiBKfFugNUGDsjNbSJbM\r\na=rtcp-mux\r\na=rtcp-rsize\r\na=rtpmap:111 opus/48000/2\r\na=fmtp:111 minptime=10;useinband
fec=1;usedtx=1\r\na=recvonly\r\nm=video 9 UDP/TLS/RTP/SAVPF 96 125 108\r\nc=IN IP4 0.0.0.0\r\na=setup:active\r\na=mid:2\r\na=ice-ufrag:ilGBwshIMyzZcEEW\r\na=ice-pwd:VajRaillHUYHdiBKfFugNUGDsjNbSJbM\r\na=rtcp-mux\r\na=rtcp-rsize\r\na=rtpmap:96 VP8/90000\r\na=rtpmap:125 H264/90000\r\na=fmtp:125 level-asymmetry-allowed=1;packetization-mode=0;profile-level-id=42e01f\r\na=rtpmap:108 H264/90000\r\na=fmtp:108 level-asymmetry-allowed=1;packetization-mode=1;profile-level-id=42e01f\r\na=recvonly\r\n"}
2026-04-26T10:25:32.649-0700	INFO	livekit	client/client.go:1183	handling server answer	{"participant": "c1"}
2026-04-26T10:25:32.648-0700	INFO	livekit.pub	rtc/participant.go:2274	mediaTrack published	{"room": "mytestroom", "roomID": "RM_jpCyjuww5zr9", "participant": "c1", "participantID": "PA_RxeVGkorfxZV", "remote": false, "kind": "audio", "trackID": "TR_ABUpAmeK8Na6y", "webrtcTrackID": "audio", "rid": "", "ssrc": 976689460, "rtxSsrc": 0, "mime": "audio/opus", "trackInfo": {"sid": "TR_ABUpAmeK8Na6y", "type": "AUDIO", "name": "<redacted>", "source": "UNKNOWN", "mimeType": "audio/opus", "mid": "1", "codecs": [{"mimeType": "audio/opus", "mid": "1", "cid": "audio", "videoLayerMode": "MODE_UNUSED"}], "encryption": "NONE", "stream": "unknown", "version": {"unixMicro": 1777224332645030}, "backupCodecPolicy": "SIMULCAST"}, "fromSdp": true, "isReceiverAdded": true, "sdpRids": ["", "", ""]}
2026-04-26T10:25:32.650-0700	INFO	livekit.pion.pc	v4@v4.2.11/peerconnection.go:291	signaling state changed to stable
2026-04-26T10:25:32.652-0700	INFO	livekit.pion.ice	v4@v4.2.2/agent.go:1117	Ignoring remote candidate with disabled network type tcp4: tcp4 host 172.17.0.5:7881 (resolved: 172.17.0.5:7881)
2026-04-26T10:25:32.653-0700	INFO	livekit.pion.ice	v4@v4.2.2/agent.go:1117	Ignoring remote candidate with disabled network type tcp4: tcp4 host 172.17.0.5:7881 (resolved: 172.17.0.5:7881)
2026-04-26T10:25:32.661-0700	INFO	livekit	client/client.go:629	received media sections requirement	{"participant": "c2", "numAudios": 1, "numVideos": 0}
2026-04-26T10:25:32.661-0700	INFO	livekit	client/client.go:1206	added transceiver of kind	{"participant": "c2", "kind": "audio"}
2026-04-26T10:25:32.670-0700	INFO	livekit.pub	rtc/participant.go:2274	mediaTrack published	{"room": "mytestroom", "roomID": "RM_jpCyjuww5zr9", "participant": "c1", "participantID": "PA_RxeVGkorfxZV", "remote": false, "kind": "video", "trackID": "TR_VdLLZysKsfdmR", "webrtcTrackID": "video", "rid": "", "ssrc": 3052967002, "rtxSsrc": 0, "mime": "video/VP8", "trackInfo": {"sid": "TR_VdLLZysKsfdmR", "type": "VIDEO", "name": "<redacted>", "source": "UNKNOWN", "mimeType": "video/VP8", "mid": "2", "codecs": [{"mimeType": "video/VP8", "mid": "2", "cid": "video", "videoLayerMode": "ONE_SPATIAL_LAYER_PER_STREAM"}], "encryption": "NONE", "stream": "unknown", "version": {"unixMicro": 1777224332667426}, "backupCodecPolicy": "PREFER_REGRESSION"}, "fromSdp": false, "isReceiverAdded": true, "sdpRids": ["", "", ""]}
2026-04-26T10:25:32.674-0700	INFO	livekit.pion.pc	v4@v4.2.11/peerconnection.go:291	signaling state changed to have-local-offer
2026-04-26T10:25:32.676-0700	INFO	livekit	client/client.go:1222	starting negotiation	{"participant": "c2"}
2026-04-26T10:25:32.677-0700	INFO	livekit	client/client.go:1223	sending publisher offer	{"participant": "c2", "offer": {"type":"offer","sdp":"v=0\r\no=- 2655674779886131456 1777224333 IN IP4 0.0.0.0\r\ns=-\r\nt=0 0\r\na=msid-semantic:WMS *\r\na=fingerprint:sha-256 B4:24:42:22:A2:7E:B5:55:87:21:AB:75:B1:44:FC:D7:F5:F2:72:95:AB:ED:B3:F6:A3:77:C6:70:52:4E:59:74\r\na=extmap-allow-mixed\r\na=group:BUNDLE 0 1\r\nm=application 9 UDP/DTLS/SCTP webrtc-datachannel\r\nc=IN IP4 0.0.0.0\r\na=setup:actpass\r\na=mid:0\r\na=sendrecv\r\na=sctp-port:5000\r\na=max-message-size:1073741823\r\na=ice-ufrag:bYhUGOhWOuMmIynW\r\na=ice-pwd:SIMHvqQjxQwTdsOALsYnPaIWQiKxNwxs\r\na=candidate:4167977883 1 udp 2130706431 172.17.0.5 45885 typ host ufrag bYhUGOhWOuMmIynW\r\na=candidate:4167977883 2 udp 2130706431 172.17.0.5 45885 typ host ufrag bYhUGOhWOuMmIynW\r\na=candidate:1131165627 1 udp 1694498815 169.237.118.148 49600 typ srflx raddr 0.0.0.0 rport 49600 ufrag bYhUGOhWOuMmIynW\r\na=candidate:1131165627 2 udp 1694498815 169.237.118.148 496
00 typ srflx raddr 0.0.0.0 rport 49600 ufrag bYhUGOhWOuMmIynW\r\na=candidate:1131165627 1 udp 1694498815 169.237.118.148 60220 typ srflx raddr 0.0.0.0 rport 60220 ufrag bYhUGOhWOuMmIynW\r\na=candidate:1131165627 2 udp 1694498815 169.237.118.148 60220 typ srflx raddr 0.0.0.0 rport 60220 ufrag bYhUGOhWOuMmIynW\r\na=candidate:1131165627 1 udp 1694498815 169.237.118.148 50771 typ srflx raddr 0.0.0.0 rport 50771 ufrag bYhUGOhWOuMmIynW\r\na=candidate:1131165627 2 udp 1694498815 169.237.118.148 50771 typ srflx raddr 0.0.0.0 rport 50771 ufrag bYhUGOhWOuMmIynW\r\na=end-of-candidates\r\nm=audio 9 UDP/TLS/RTP/SAVPF 111\r\nc=IN IP4 0.0.0.0\r\na=setup:actpass\r\na=mid:1\r\na=ice-ufrag:bYhUGOhWOuMmIynW\r\na=ice-pwd:SIMHvqQjxQwTdsOALsYnPaIWQiKxNwxs\r\na=rtcp-mux\r\na=rtcp-rsize\r\na=rtpmap:111 opus/48000/2\r\na=fmtp:111 minptime=10;useinbandfec=1\r\na=recvonly\r\n"}, "midToTrackID": {}}
2026-04-26T10:25:32.681-0700	INFO	livekit.transport.pion.pc	v4@v4.2.11/peerconnection.go:291	signaling state changed to have-remote-offer	{"room": "mytestroom", "roomID": "RM_jpCyjuww5zr9", "participant": "c2", "participantID": "PA_2As7gtHgvvEM", "remote": false, "transport": "PUBLISHER"}
